Frequency,AGE,MonthlyIncome
Half Yearly,37.0,25000.0
Half Yearly,69.0,49083.33
Half Yearly,45.0,25000.0
Half Yearly,63.0,29166.67
Half Yearly,56.0,20833.33
Half Yearly,54.0,135000.0
Half Yearly,57.0,28500.0
Half Yearly,65.0,32500.0
Half Yearly,58.0,33333.33
Half Yearly,55.0,33333.33
Half Yearly,55.0,25000.0
Half Yearly,57.0,25000.0
Half Yearly,51.0,25000.0
Half Yearly,40.0,25000.0
Half Yearly,51.0,47083.33
Half Yearly,59.0,30583.33
Half Yearly,41.0,75000.0
Half Yearly,39.0,25000.0
Half Yearly,51.0,25000.0
Half Yearly,51.0,84000.0
Half Yearly,62.0,25000.0
Half Yearly,33.0,30850.0
Half Yearly,69.0,81250.0
Half Yearly,44.0,25000.0
Half Yearly,42.0,20833.33
Half Yearly,52.0,25000.0
Half Yearly,60.0,29166.67
Half Yearly,41.0,25000.0
Half Yearly,51.0,67916.67
Half Yearly,63.0,25000.0
Half Yearly,31.0,25000.0
Half Yearly,68.0,25000.0
Half Yearly,39.0,25000.0
Half Yearly,47.0,33333.33
Half Yearly,52.0,41666.67
Half Yearly,47.0,25000.0
Half Yearly,25.0,33333.33
Half Yearly,62.0,20833.33
Half Yearly,58.0,58333.33
Half Yearly,31.0,27750.0
Half Yearly,40.0,341666.67
Half Yearly,80.0,591666.67
Half Yearly,58.0,50000.0
Half Yearly,57.0,66666.67
Half Yearly,48.0,425000.0
Half Yearly,68.0,51666.67
Half Yearly,44.0,50833.33
Half Yearly,48.0,141666.67
Half Yearly,44.0,66666.67
Half Yearly,49.0,54166.67
Half Yearly,51.0,591666.67
Half Yearly,51.0,63333.33
Half Yearly,41.0,45833.33
Half Yearly,28.0,43333.33
Half Yearly,57.0,54166.67
Half Yearly,44.0,52500.0
Half Yearly,46.0,50833.33
Half Yearly,53.0,675000.0
Half Yearly,40.0,51666.67
Half Yearly,57.0,50000.0
Half Yearly,57.0,158333.33
Half Yearly,43.0,56666.67
Half Yearly,49.0,66666.67
Half Yearly,48.0,54166.67
Half Yearly,47.0,66666.67
Half Yearly,55.0,44179.17
Half Yearly,34.0,52500.0
Half Yearly,51.0,52500.0
Half Yearly,29.0,343333.33
Half Yearly,63.0,591666.67
Half Yearly,50.0,66666.67
Half Yearly,61.0,50833.33
Half Yearly,41.0,341666.67
Half Yearly,43.0,45000.0
Half Yearly,47.0,35000.0
Half Yearly,33.0,35000.0
Monthly,62.0,40833.33
Half Yearly,46.0,758333.33
Half Yearly,40.0,52500.0
Half Yearly,53.0,62500.0
Half Yearly,34.0,53333.33
Half Yearly,50.0,44166.67
Half Yearly,33.0,55833.33
Half Yearly,45.0,63333.33
Half Yearly,32.0,52083.33
Half Yearly,53.0,50416.67
Half Yearly,51.0,56666.67
Half Yearly,39.0,52083.33
Half Yearly,39.0,52083.33
Half Yearly,23.0,65000.0
Half Yearly,59.0,51250.0
Half Yearly,33.0,48333.33
Half Yearly,22.0,55000.0
Half Yearly,52.0,59166.67
Monthly,68.0,58333.33
Monthly,44.0,66666.67
Half Yearly,33.0,51666.67
Half Yearly,40.0,70833.33
Half Yearly,60.0,35000.0
Monthly,62.0,50000.0
Half Yearly,41.0,58333.33
Half Yearly,45.0,72083.33
Half Yearly,26.0,50000.0
Half Yearly,61.0,38750.0
Half Yearly,61.0,127916.67
Half Yearly,38.0,50000.0
Half Yearly,46.0,65000.0
Half Yearly,59.0,58333.33
Half Yearly,28.0,71666.67
Half Yearly,44.0,84166.67
Half Yearly,44.0,119583.33
Half Yearly,36.0,102666.67
Half Yearly,44.0,56666.67
Half Yearly,47.0,50750.0
Half Yearly,32.0,40661.67
Half Yearly,55.0,41666.67
Half Yearly,61.0,29166.67
Half Yearly,41.0,74583.33
Half Yearly,32.0,84637.5
Half Yearly,43.0,29833.33
Half Yearly,41.0,49583.33
Half Yearly,53.0,53625.0
Half Yearly,33.0,30125.0
Half Yearly,60.0,17333.33
Half Yearly,50.0,68333.33
Half Yearly,61.0,41250.0
Half Yearly,29.0,68333.33
Half Yearly,41.0,46041.67
Half Yearly,41.0,50233.33
Half Yearly,35.0,39583.33
Half Yearly,47.0,42500.0
Half Yearly,48.0,33523.33
Half Yearly,38.0,18011.67
Half Yearly,64.0,44166.67
Half Yearly,36.0,55833.33
Half Yearly,40.0,38750.0
Half Yearly,49.0,44125.0
Half Yearly,58.0,26550.0
Half Yearly,46.0,40583.33
Half Yearly,44.0,25000.0
Half Yearly,30.0,51666.67
Half Yearly,44.0,49166.67
Half Yearly,40.0,41666.67
Half Yearly,49.0,41666.67
Half Yearly,34.0,41666.67
Half Yearly,56.0,41666.67
Half Yearly,69.0,43333.33
Half Yearly,61.0,41666.67
Half Yearly,56.0,41666.67
Half Yearly,34.0,41666.67
Half Yearly,27.0,58333.33
Half Yearly,51.0,41666.67
Half Yearly,37.0,41666.67
Half Yearly,41.0,41666.67
Half Yearly,26.0,41666.67
Half Yearly,56.0,51666.67
Half Yearly,49.0,400000.0
Half Yearly,32.0,50000.0
Half Yearly,44.0,50000.0
Half Yearly,49.0,43333.33
Half Yearly,65.0,43333.33
Half Yearly,66.0,40833.33
Half Yearly,66.0,41666.67
Half Yearly,37.0,41666.67
Half Yearly,56.0,41666.67
Half Yearly,48.0,49166.67
Half Yearly,63.0,50000.0
Half Yearly,32.0,51666.67
Half Yearly,64.0,43333.33
Half Yearly,58.0,426666.67
Monthly,28.0,51666.67
Half Yearly,72.0,41666.67
Half Yearly,42.0,25000.0
Half Yearly,36.0,41666.67
Half Yearly,47.0,41666.67
Half Yearly,44.0,41666.67
Half Yearly,47.0,35000.0
Half Yearly,50.0,61416.67
Half Yearly,33.0,41666.67
Half Yearly,48.0,50000.0
Half Yearly,56.0,41666.67
Monthly,32.0,25000.0
Half Yearly,51.0,54666.67
Half Yearly,55.0,162500.0
Half Yearly,64.0,40000.0
Half Yearly,50.0,40000.0
Half Yearly,44.0,33333.33
Half Yearly,29.0,33333.33
Half Yearly,52.0,37266.67
Half Yearly,65.0,66666.67
Half Yearly,51.0,33333.33
Half Yearly,38.0,29416.67
Half Yearly,38.0,51166.67
Half Yearly,56.0,43250.0
Half Yearly,36.0,20416.67
Half Yearly,25.0,16666.67
Half Yearly,30.0,31970.83
Half Yearly,37.0,21396.67
Half Yearly,55.0,78166.67
Half Yearly,46.0,21660.58
Half Yearly,41.0,20541.67
Half Yearly,32.0,12796.42
Half Yearly,48.0,16175.0
Half Yearly,52.0,43541.67
Half Yearly,31.0,28916.67
Half Yearly,28.0,38437.5
Half Yearly,24.0,25208.33
Half Yearly,28.0,0.08
Half Yearly,21.0,37208.33
Half Yearly,19.0,60333.33
Half Yearly,45.0,42958.33
Half Yearly,38.0,37208.33
Half Yearly,33.0,30583.33
Half Yearly,20.0,14166.67
Half Yearly,40.0,32500.0
Half Yearly,28.0,14500.0
Half Yearly,24.0,16546.0
Half Yearly,27.0,13750.0
Half Yearly,47.0,58166.67
Half Yearly,44.0,23958.33
Half Yearly,29.0,17547.92
Half Yearly,43.0,42045.83
Half Yearly,45.0,16250.0
Half Yearly,48.0,31666.67
Half Yearly,54.0,38333.33
Half Yearly,44.0,18333.33
Half Yearly,61.0,20833.33
Half Yearly,57.0,12500.0
Half Yearly,71.0,25000.0
Half Yearly,57.0,25833.33
Half Yearly,41.0,21666.67
Half Yearly,43.0,25000.0
Half Yearly,57.0,14000.0
Half Yearly,29.0,23333.33
Half Yearly,54.0,31666.67
Half Yearly,60.0,269000.0
Half Yearly,71.0,20708.33
Half Yearly,31.0,24958.33
Half Yearly,54.0,45500.0
Half Yearly,37.0,36666.67
Half Yearly,63.0,39750.0
Half Yearly,64.0,48916.67
Half Yearly,63.0,33729.17
Half Yearly,57.0,34166.67
Half Yearly,52.0,15833.33
Half Yearly,68.0,33333.33
Half Yearly,47.0,28333.33
Half Yearly,53.0,20833.33
Half Yearly,58.0,20833.33
Half Yearly,36.0,25833.33
Half Yearly,53.0,16666.67
Half Yearly,58.0,16666.67
Half Yearly,73.0,16666.67
Half Yearly,40.0,20833.33
Half Yearly,51.0,37500.0
Half Yearly,62.0,29166.67
Half Yearly,44.0,16666.67
Half Yearly,49.0,20833.33
Half Yearly,42.0,37500.0
Half Yearly,59.0,100000.0
Half Yearly,49.0,23333.33
Half Yearly,40.0,25000.0
Half Yearly,50.0,29166.67
Quatrly,34.0,25000.0
Quatrly,46.0,21666.67
Half Yearly,43.0,26666.67
Half Yearly,44.0,10000.0
Monthly,64.0,333333.33
Half Yearly,57.0,40866.67
Half Yearly,51.0,56433.33
Half Yearly,65.0,38750.0
Half Yearly,50.0,37500.0
Half Yearly,63.0,31633.33
Half Yearly,59.0,35416.67
Half Yearly,45.0,45416.67
Half Yearly,47.0,41933.33
Half Yearly,47.0,46966.67
Half Yearly,31.0,28750.0
Half Yearly,44.0,62500.0
Half Yearly,56.0,72500.0
Half Yearly,57.0,45416.67
Half Yearly,44.0,54166.67
Half Yearly,58.0,58333.33
Half Yearly,56.0,70833.33
Half Yearly,40.0,33208.33
Half Yearly,53.0,123333.33
Half Yearly,30.0,87500.0
Half Yearly,52.0,52083.33
Half Yearly,59.0,69166.67
Half Yearly,56.0,60833.33
Half Yearly,35.0,49750.0
Half Yearly,39.0,36666.67
Half Yearly,41.0,45708.33
Half Yearly,24.0,32750.0
Half Yearly,37.0,95000.0
Half Yearly,37.0,65158.33
Half Yearly,48.0,43750.0
Half Yearly,54.0,60000.0
Half Yearly,66.0,101666.67
Half Yearly,64.0,77916.67
Half Yearly,54.0,49166.67
Half Yearly,32.0,38333.33
Half Yearly,37.0,60000.0
Half Yearly,80.0,60000.0
Half Yearly,31.0,44583.33
Half Yearly,51.0,65416.67
Half Yearly,56.0,43333.33
Half Yearly,45.0,47279.17
Half Yearly,57.0,35500.0
Half Yearly,30.0,38333.33
Half Yearly,23.0,27500.0
Half Yearly,55.0,69166.67
Half Yearly,42.0,27500.0
Quatrly,39.0,50765.83
Half Yearly,48.0,84166.67
Half Yearly,46.0,70833.33
Half Yearly,44.0,51666.67
Half Yearly,47.0,36066.67
Half Yearly,29.0,30000.0
Half Yearly,62.0,27500.0
Half Yearly,45.0,60000.0
Half Yearly,54.0,65833.33
Half Yearly,33.0,44166.67
Half Yearly,65.0,60000.0
Half Yearly,54.0,50000.0
Half Yearly,62.0,54000.0
Half Yearly,43.0,33333.33
Half Yearly,27.0,50000.0
Half Yearly,72.0,65833.33
Half Yearly,35.0,50000.0
Half Yearly,42.0,50000.0
Half Yearly,54.0,100000.0
Half Yearly,57.0,41666.67
Half Yearly,26.0,66666.67
Half Yearly,44.0,50000.0
Half Yearly,67.0,50000.0
Half Yearly,38.0,58333.33
Half Yearly,45.0,58333.33
Half Yearly,19.0,700000.0
Half Yearly,45.0,50000.0
Half Yearly,42.0,103333.33
Half Yearly,45.0,35000.0
Half Yearly,43.0,50000.0
Half Yearly,29.0,60000.0
Half Yearly,23.0,50000.0
Half Yearly,39.0,58333.33
Half Yearly,44.0,25000.0
Half Yearly,30.0,91666.67
Half Yearly,30.0,58333.33
Half Yearly,43.0,56929.17
Half Yearly,51.0,83333.33
Half Yearly,65.0,97500.0
Half Yearly,55.0,50000.0
Half Yearly,26.0,66666.67
Half Yearly,21.0,70833.33
Half Yearly,57.0,50000.0
Half Yearly,44.0,94166.67
Half Yearly,53.0,41666.67
Half Yearly,55.0,79166.67
Half Yearly,72.0,50000.0
Half Yearly,34.0,27500.0
Half Yearly,25.0,75000.0
Half Yearly,60.0,50000.0
Half Yearly,67.0,29625.0
Half Yearly,59.0,29625.0
Half Yearly,49.0,79166.67
Half Yearly,45.0,44166.67
Half Yearly,41.0,28250.0
Half Yearly,37.0,52500.0
Half Yearly,57.0,30333.33
Half Yearly,42.0,31666.67
Half Yearly,37.0,46825.0
Half Yearly,40.0,29166.67
Half Yearly,42.0,131666.67
Half Yearly,40.0,43333.33
Half Yearly,42.0,32000.0
Half Yearly,38.0,24500.0
Half Yearly,39.0,38333.33
Half Yearly,59.0,32533.33
Half Yearly,30.0,33333.33
Half Yearly,38.0,27900.0
Half Yearly,36.0,50750.0
Half Yearly,55.0,42490.0
Half Yearly,44.0,16666.67
Half Yearly,57.0,33500.0
Half Yearly,64.0,41666.67
Half Yearly,33.0,36900.0
Half Yearly,47.0,16666.67
Half Yearly,50.0,70833.33
Half Yearly,53.0,37083.33
Half Yearly,55.0,118333.33
Half Yearly,40.0,31083.33
Half Yearly,25.0,57500.0
Half Yearly,34.0,33066.67
Half Yearly,44.0,70000.0
Half Yearly,63.0,35000.0
Half Yearly,38.0,62500.0
Half Yearly,40.0,48333.33
Half Yearly,39.0,60000.0
Half Yearly,33.0,43333.33
Half Yearly,43.0,27250.0
Half Yearly,23.0,43750.0
Half Yearly,45.0,75000.0
Half Yearly,39.0,33333.33
Half Yearly,45.0,26458.33
Half Yearly,31.0,72916.67
Half Yearly,44.0,29166.67
Half Yearly,50.0,73183.33
Half Yearly,28.0,58400.0
Half Yearly,35.0,101200.0
Half Yearly,30.0,36333.33
Half Yearly,51.0,60925.0
Half Yearly,43.0,59166.67
Half Yearly,37.0,34250.0
Half Yearly,37.0,29566.67
Half Yearly,28.0,38416.67
Half Yearly,25.0,56733.33
Half Yearly,46.0,38250.0
Half Yearly,29.0,37375.0
Half Yearly,44.0,34716.67
Half Yearly,18.0,0.08
Half Yearly,42.0,38416.67
Half Yearly,38.0,45816.67
Half Yearly,40.0,46000.0
Half Yearly,41.0,35000.0
Half Yearly,22.0,75000.0
Half Yearly,57.0,33333.33
Half Yearly,40.0,47916.67
Half Yearly,28.0,25116.67
Half Yearly,42.0,35708.33
Half Yearly,19.0,4166.67
Half Yearly,39.0,41666.67
Half Yearly,62.0,50000.0
Half Yearly,57.0,50000.0
Half Yearly,41.0,41666.67
Half Yearly,33.0,41666.67
Half Yearly,26.0,60833.33
Half Yearly,53.0,50000.0
Half Yearly,37.0,41666.67
Half Yearly,37.0,62833.33
Half Yearly,33.0,43733.33
Half Yearly,60.0,53750.0
Half Yearly,38.0,44333.33
Half Yearly,61.0,36666.67
Half Yearly,61.0,34908.33
Half Yearly,25.0,42166.67
Half Yearly,40.0,35250.0
Half Yearly,30.0,40316.67
Half Yearly,27.0,60000.0
Half Yearly,46.0,28833.33
Half Yearly,67.0,43750.0
Half Yearly,41.0,25166.67
Half Yearly,26.0,27666.67
Half Yearly,36.0,45416.67
Half Yearly,68.0,37708.33
Half Yearly,66.0,40333.33
Half Yearly,51.0,37916.67
Half Yearly,61.0,42000.0
Half Yearly,51.0,36666.67
Half Yearly,28.0,41366.67
Half Yearly,37.0,50833.33
Half Yearly,62.0,35900.0
Half Yearly,55.0,48333.33
Half Yearly,37.0,53058.33
Half Yearly,72.0,30000.0
Half Yearly,47.0,36666.67
Half Yearly,53.0,28000.0
Half Yearly,39.0,61666.67
Half Yearly,55.0,76250.0
Half Yearly,47.0,54333.33
Half Yearly,24.0,32250.0
Half Yearly,29.0,33333.33
Half Yearly,50.0,65000.0
Half Yearly,33.0,46666.67
Half Yearly,64.0,49833.33
Half Yearly,63.0,48000.0
Half Yearly,59.0,65166.67
Half Yearly,56.0,32625.0
Half Yearly,35.0,51666.67
Half Yearly,58.0,51041.67
Half Yearly,63.0,40666.67
Half Yearly,61.0,54916.67
Half Yearly,30.0,60666.67
Half Yearly,34.0,50000.0
Half Yearly,38.0,50000.0
Half Yearly,34.0,35833.33
Half Yearly,53.0,40000.0
Half Yearly,34.0,41666.67
Half Yearly,47.0,76958.33
Half Yearly,43.0,50000.0
Half Yearly,69.0,45833.33
Half Yearly,62.0,50000.0
Half Yearly,51.0,50000.0
Half Yearly,44.0,41666.67
Half Yearly,62.0,41666.67
Half Yearly,38.0,50000.0
Half Yearly,41.0,46000.0
Half Yearly,61.0,41666.67
Half Yearly,40.0,50000.0
Half Yearly,41.0,50000.0
Half Yearly,65.0,41666.67
Half Yearly,60.0,50000.0
Half Yearly,33.0,33333.33
Half Yearly,41.0,50000.0
Half Yearly,65.0,41666.67
Half Yearly,45.0,58333.33
Half Yearly,57.0,63750.0
Half Yearly,41.0,33333.33
Half Yearly,32.0,66666.67
Half Yearly,45.0,50000.0
Half Yearly,57.0,50000.0
Half Yearly,46.0,66666.67
Half Yearly,48.0,66666.67
Half Yearly,49.0,58333.33
Half Yearly,69.0,50000.0
Half Yearly,60.0,66666.67
Half Yearly,65.0,58333.33
Half Yearly,61.0,54916.67
Half Yearly,49.0,40000.0
Half Yearly,31.0,57083.33
Half Yearly,56.0,50000.0
Half Yearly,55.0,57000.0
Half Yearly,52.0,17083.33
Half Yearly,51.0,41666.67
Half Yearly,51.0,37916.67
Half Yearly,43.0,50000.0
Half Yearly,67.0,45833.33
Half Yearly,45.0,20833.33
Half Yearly,56.0,24166.67
Half Yearly,54.0,25000.0
Half Yearly,40.0,41666.67
Quatrly,62.0,20833.33
Half Yearly,68.0,20000.0
Half Yearly,68.0,40000.0
Half Yearly,55.0,23333.33
Half Yearly,36.0,21666.67
Half Yearly,50.0,32500.0
Half Yearly,48.0,25000.0
Half Yearly,54.0,17500.0
Half Yearly,60.0,28333.33
Half Yearly,72.0,27083.33
Half Yearly,60.0,41666.67
Half Yearly,33.0,25000.0
Half Yearly,43.0,32916.67
Half Yearly,56.0,58333.33
Half Yearly,63.0,29166.67
Half Yearly,53.0,16666.67
Half Yearly,62.0,33333.33
Half Yearly,52.0,25000.0
Half Yearly,63.0,23333.33
Half Yearly,64.0,57500.0
Half Yearly,46.0,33333.33
Half Yearly,53.0,54166.67
Half Yearly,64.0,66666.67
Half Yearly,26.0,40833.33
Half Yearly,51.0,29166.67
Half Yearly,66.0,41666.67
Half Yearly,59.0,83333.33
Half Yearly,26.0,25000.0
Half Yearly,41.0,24166.67
Half Yearly,37.0,16666.67
Half Yearly,49.0,26833.33
Half Yearly,60.0,16666.67
Half Yearly,42.0,62500.0
Half Yearly,53.0,27500.0
Half Yearly,38.0,25000.0
Half Yearly,43.0,25000.0
Half Yearly,46.0,25000.0
Half Yearly,40.0,33333.33
Half Yearly,35.0,129166.67
Half Yearly,40.0,116666.67
Half Yearly,58.0,20833.33
Half Yearly,52.0,33333.33
Half Yearly,66.0,33333.33
Half Yearly,53.0,58333.33
Half Yearly,63.0,25000.0
Half Yearly,57.0,75000.0
Half Yearly,51.0,16666.67
Half Yearly,32.0,17083.33
Half Yearly,37.0,33333.33
Half Yearly,32.0,58333.33
Half Yearly,57.0,75000.0
Half Yearly,52.0,108333.33
Half Yearly,64.0,25000.0
Half Yearly,52.0,45416.67
Half Yearly,40.0,45833.33
Half Yearly,65.0,33333.33
Half Yearly,31.0,25000.0
Quatrly,50.0,33333.33
Half Yearly,41.0,33333.33
Half Yearly,31.0,33333.33
Half Yearly,42.0,33333.33
Quatrly,25.0,37500.0
Quatrly,47.0,25000.0
Half Yearly,42.0,25000.0
Half Yearly,49.0,15000.0
Half Yearly,44.0,15000.0
Half Yearly,40.0,41666.67
Half Yearly,55.0,15000.0
Half Yearly,47.0,15000.0
Half Yearly,28.0,15000.0
Half Yearly,48.0,15000.0
Half Yearly,27.0,41666.67
Half Yearly,39.0,15000.0
Half Yearly,19.0,15000.0
Half Yearly,29.0,37500.0
Quatrly,23.0,15000.0
Half Yearly,25.0,15000.0
Half Yearly,30.0,15000.0
Monthly,24.0,15000.0
Half Yearly,52.0,15000.0
Half Yearly,21.0,15000.0
Quatrly,34.0,15000.0
Half Yearly,44.0,54166.67
Half Yearly,61.0,46858.33
Half Yearly,22.0,51633.33
Half Yearly,30.0,62500.0
Half Yearly,45.0,62500.0
Half Yearly,29.0,40283.33
Half Yearly,43.0,62500.0
Half Yearly,23.0,65666.67
Half Yearly,34.0,115666.67
Half Yearly,24.0,70833.33
Half Yearly,43.0,70833.33
Half Yearly,42.0,70833.33
Half Yearly,59.0,70833.33
Half Yearly,22.0,66500.0
Half Yearly,20.0,35416.67
Half Yearly,22.0,70833.33
Half Yearly,41.0,70833.33
Half Yearly,52.0,70833.33
Half Yearly,23.0,70833.33
Half Yearly,26.0,70833.33
Half Yearly,27.0,70833.33
Half Yearly,48.0,70833.33
Half Yearly,48.0,70833.33
Half Yearly,40.0,64541.67
Monthly,24.0,70833.33
Half Yearly,48.0,70833.33
Monthly,33.0,61775.0
Monthly,36.0,71166.67
Half Yearly,26.0,63708.33
Half Yearly,34.0,72633.33
Half Yearly,47.0,71166.67
Quatrly,29.0,73183.33
Half Yearly,60.0,152666.67
Half Yearly,53.0,227416.67
Half Yearly,28.0,52916.67
Half Yearly,38.0,61775.0
Half Yearly,51.0,103750.0
Half Yearly,22.0,55916.67
Half Yearly,43.0,97683.33
Half Yearly,23.0,37500.0
Half Yearly,33.0,41666.67
Half Yearly,50.0,33333.33
Half Yearly,31.0,37500.0
Half Yearly,50.0,37500.0
Half Yearly,51.0,37500.0
Half Yearly,49.0,41666.67
Half Yearly,32.0,37500.0
Half Yearly,40.0,41666.67
Half Yearly,63.0,41666.67
Half Yearly,26.0,37500.0
Half Yearly,38.0,37500.0
Half Yearly,48.0,15000.0
Half Yearly,18.0,33333.33
Half Yearly,34.0,49966.67
Half Yearly,31.0,25000.0
Half Yearly,26.0,25000.0
Half Yearly,40.0,31666.67
Half Yearly,27.0,16666.67
Half Yearly,56.0,24166.67
Half Yearly,49.0,33333.33
Half Yearly,28.0,16666.67
Half Yearly,46.0,22500.0
Half Yearly,51.0,41666.67
Half Yearly,34.0,33333.33
Half Yearly,48.0,37500.0
Half Yearly,59.0,41666.67
Half Yearly,53.0,16666.67
Half Yearly,42.0,37500.0
Half Yearly,32.0,41666.67
Half Yearly,42.0,25416.67
Half Yearly,36.0,27500.0
Half Yearly,47.0,27416.67
Half Yearly,37.0,44333.33
Half Yearly,54.0,30916.67
Half Yearly,39.0,48000.0
Half Yearly,58.0,41666.67
Half Yearly,50.0,33333.33
Half Yearly,75.0,33333.33
Half Yearly,31.0,25000.0
Half Yearly,57.0,50708.33
Half Yearly,65.0,29166.67
Quatrly,33.0,45833.33
Quatrly,50.0,51666.67
Quatrly,31.0,49166.67
Quatrly,30.0,50000.0
Monthly,29.0,44166.67
Quatrly,35.0,49750.0
Quatrly,31.0,80416.67
Quatrly,61.0,74687.5
Monthly,40.0,50000.0
Quatrly,41.0,54166.67
Quatrly,58.0,39000.0
Quatrly,36.0,16666.67
Monthly,45.0,103086.67
Quatrly,35.0,127955.0
Quatrly,60.0,70833.33
Quatrly,47.0,86201.67
Quatrly,54.0,74923.33
Quatrly,34.0,42600.0
Quatrly,48.0,91945.0
Monthly,48.0,33575.0
Quatrly,51.0,48416.67
Quatrly,54.0,57247.67
Quatrly,66.0,92500.0
Quatrly,20.0,87751.67
Quatrly,49.0,78203.33
Monthly,53.0,57075.0
Quatrly,38.0,80015.0
Quatrly,30.0,83916.67
Quatrly,24.0,81750.0
Quatrly,44.0,39266.67
Monthly,41.0,59583.33
Quatrly,42.0,61458.33
Quatrly,47.0,85070.0
Quatrly,52.0,67916.67
Monthly,44.0,60490.0
Monthly,61.0,80713.33
Quatrly,38.0,29600.0
Monthly,22.0,137666.67
Quatrly,43.0,78333.33
Quatrly,26.0,33833.33
Quatrly,44.0,43083.33
Quatrly,35.0,48479.17
Quatrly,33.0,33750.0
Monthly,46.0,50000.0
Quatrly,37.0,52500.0
Quatrly,42.0,43333.33
Quatrly,37.0,70000.0
Quatrly,46.0,96795.0
Quatrly,35.0,54166.67
Quatrly,54.0,58333.33
Quatrly,43.0,47916.67
Quatrly,53.0,62500.0
Quatrly,57.0,47500.0
Quatrly,31.0,49166.67
Quatrly,53.0,45000.0
Monthly,33.0,53333.33
Monthly,50.0,37641.67
Monthly,33.0,50000.0
Quatrly,24.0,66666.67
Quatrly,51.0,33333.33
Monthly,56.0,58333.33
Quatrly,39.0,58333.33
Quatrly,29.0,50000.0
Quatrly,54.0,83333.33
Quatrly,29.0,50000.0
Quatrly,56.0,50000.0
Quatrly,32.0,50000.0
Quatrly,28.0,66666.67
Quatrly,38.0,65000.0
Quatrly,40.0,70833.33
Quatrly,27.0,53333.33
Quatrly,24.0,83333.33
Quatrly,42.0,33333.33
Quatrly,21.0,50000.0
Quatrly,46.0,54166.67
Quatrly,46.0,47083.33
Quatrly,41.0,70833.33
Quatrly,30.0,66666.67
Quatrly,35.0,58333.33
Quatrly,35.0,72000.0
Quatrly,37.0,81166.67
Half Yearly,34.0,25000.0
Half Yearly,61.0,37500.0
Half Yearly,30.0,25000.0
Half Yearly,61.0,41666.67
Half Yearly,44.0,41666.67
Half Yearly,50.0,25000.0
Half Yearly,57.0,50000.0
Half Yearly,40.0,41666.67
Half Yearly,62.0,29166.67
Half Yearly,45.0,29166.67
Half Yearly,47.0,29166.67
Half Yearly,42.0,29166.67
Half Yearly,51.0,29166.67
Half Yearly,56.0,33333.33
Half Yearly,50.0,33333.33
Half Yearly,43.0,33333.33
Half Yearly,49.0,29166.67
Half Yearly,51.0,29166.67
Half Yearly,55.0,33333.33
Half Yearly,48.0,39166.67
Half Yearly,59.0,25000.0
Half Yearly,64.0,33333.33
Half Yearly,49.0,33333.33
Half Yearly,39.0,33333.33
Half Yearly,50.0,33333.33
Half Yearly,48.0,33333.33
Half Yearly,64.0,33333.33
Half Yearly,26.0,2500000.0
Half Yearly,32.0,35000.0
Half Yearly,66.0,45833.33
Half Yearly,51.0,25083.33
Half Yearly,25.0,33333.33
Half Yearly,46.0,66666.67
Half Yearly,65.0,29166.67
Half Yearly,39.0,37500.0
Half Yearly,51.0,31666.67
Half Yearly,63.0,45833.33
Half Yearly,52.0,50000.0
Half Yearly,43.0,23333.33
Half Yearly,69.0,66666.67
Half Yearly,46.0,25000.0
Half Yearly,51.0,29166.67
Half Yearly,33.0,23333.33
Half Yearly,65.0,37500.0
Half Yearly,55.0,30000.0
Half Yearly,58.0,29166.67
Half Yearly,36.0,24166.67
Half Yearly,63.0,24083.33
Half Yearly,40.0,25000.0
Quatrly,44.0,25000.0
Half Yearly,47.0,23333.33
Half Yearly,67.0,33333.33
Half Yearly,48.0,30833.33
Half Yearly,43.0,35000.0
Half Yearly,36.0,27500.0
Half Yearly,48.0,43583.33
Half Yearly,27.0,25833.33
Half Yearly,61.0,25833.33
Half Yearly,31.0,26666.67
Half Yearly,35.0,39583.33
Half Yearly,30.0,44166.67
Half Yearly,36.0,44166.67
Half Yearly,36.0,37500.0
Half Yearly,47.0,41666.67
Half Yearly,28.0,50000.0
Half Yearly,31.0,40416.67
Half Yearly,31.0,50000.0
Half Yearly,22.0,37083.33
Half Yearly,31.0,42833.33
Half Yearly,67.0,50833.33
Half Yearly,29.0,45833.33
Half Yearly,34.0,37500.0
Quatrly,22.0,41666.67
Half Yearly,30.0,69166.67
Half Yearly,54.0,41666.67
Half Yearly,41.0,0.0
Half Yearly,40.0,33333.33
Half Yearly,42.0,35833.33
Half Yearly,32.0,34583.33
Half Yearly,48.0,40833.33
Half Yearly,22.0,38666.67
Half Yearly,37.0,58333.33
Half Yearly,48.0,77500.0
Half Yearly,44.0,42833.33
Half Yearly,34.0,33333.33
Half Yearly,43.0,25833.33
Half Yearly,45.0,26666.67
Half Yearly,64.0,41666.67
Half Yearly,38.0,25833.33
Half Yearly,61.0,25833.33
Half Yearly,43.0,25833.33
Half Yearly,47.0,42833.33
Half Yearly,46.0,26666.67
Half Yearly,24.0,23333.33
Half Yearly,45.0,24166.67
Half Yearly,52.0,48333.33
Half Yearly,23.0,30000.0
Half Yearly,53.0,42833.33
Half Yearly,58.0,31666.67
Half Yearly,36.0,23333.33
Half Yearly,36.0,25833.33
Half Yearly,61.0,25833.33
Half Yearly,37.0,39166.67
Half Yearly,45.0,22500.0
Half Yearly,34.0,26666.67
Half Yearly,33.0,31666.67
Half Yearly,38.0,26666.67
